Station_ID,Date_Time,altimeter_set_1,air_temp_set_1,dew_point_temperature_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,sea_level_pressure_set_1,weather_cond_code_set_1,cloud_layer_3_code_set_1,pressure_tendency_set_1,precip_accum_one_hour_set_1,precip_accum_three_hour_set_1,cloud_layer_1_code_set_1,cloud_layer_2_code_set_1,precip_accum_six_hour_set_1,precip_accum_24_hour_set_1,visibility_set_1,metar_remark_set_1,metar_set_1,air_temp_high_6_hour_set_1,air_temp_low_6_hour_set_1,peak_wind_speed_set_1,ceiling_set_1,pressure_change_code_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,weather_condition_set_1d,weather_summary_set_1d,cloud_layer_1_set_1d,cloud_layer_2_set_1d,cloud_layer_3_set_1d,dew_point_temperature_set_1d,pressure_set_1d,sea_level_pressure_set_1d
,,INHG,Fahrenheit,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,INHG,code,code,code,Inches,Inches,code,code,Inches,Inches,Statute miles,text,text,Fahrenheit,Fahrenheit,Miles/hour,Feet,code,Fahrenheit,Fahrenheit,Degrees,Fahrenheit,code,Fahrenheit,code,code,code,code,code,Fahrenheit,INHG,INHG
KLGB,11/01/2023 00:00 PDT,30.01,64.4,,25.61,3.45,310,,,,,,,,1,,,,10,,METAR KLGB 010700Z AUTO 31003KT 10SM CLR 18/M02 A3001,,,,,,,,,,NW,,,clear,,,,28.27,29.95,30.01
KLGB,11/01/2023 00:05 PDT,30.01,64.4,,25.61,3.45,320,,,,,,,,1,,,,10,,METAR KLGB 010705Z AUTO 32003KT 10SM CLR 18/M02 A3001,,,,,,,,,,NW,,,clear,,,,28.27,29.95,30.01
KLGB,11/01/2023 00:10 PDT,30.01,62.6,,27.28,4.6,310,,,,,,,,1,,,,10,,METAR KLGB 010710Z AUTO 31004KT 10SM CLR 17/M02 A3001,,,,,,,,,,NW,,,clear,,,,28.26,29.95,30.01
KLGB,11/01/2023 00:15 PDT,30.01,62.6,,27.28,4.6,310,,,,,,,,1,,,,10,,METAR KLGB 010715Z AUTO 31004KT 10SM CLR 17/M02 A3001,,,,,,,,,,NW,,,clear,,,,28.26,29.95,30.01
KLGB,11/01/2023 00:20 PDT,30.01,62.6,,27.28,4.6,310,,,,,,,,1,,,,10,,METAR KLGB 010720Z AUTO 31004KT 10SM CLR 17/M02 A3001,,,,,,,,,,NW,,,clear,,,,28.26,29.95,30.01
KLGB,11/01/2023 00:25 PDT,30.01,62.6,,27.28,4.6,300,,,,,,,,1,,,,10,,METAR KLGB 010725Z AUTO 30004KT 10SM CLR 17/M02 A3001,,,,,,,,,,WNW,,,clear,,,,28.26,29.95,30.01
KLGB,11/01/2023 00:30 PDT,30.01,62.6,,27.28,3.45,270,,,,,,,,1,,,,10,,METAR KLGB 010730Z AUTO 27003KT 10SM CLR 17/M02 A3001,,,,,,,,,,W,,,clear,,,,28.26,29.95,30.01
KLGB,11/01/2023 00:35 PDT,30.01,64.4,,25.61,3.45,300,,,,,,,,1,,,,10,,METAR KLGB 010735Z AUTO 30003KT 10SM CLR 18/M02 A3001,,,,,,,,,,WNW,,,clear,,,,28.27,29.95,30.01
KLGB,11/01/2023 00:40 PDT,30.01,64.4,,25.61,3.45,300,,,,,,,,1,,,,10,,METAR KLGB 010740Z AUTO 30003KT 10SM CLR 18/M02 A3001,,,,,,,,,,WNW,,,clear,,,,28.27,29.95,30.01
